,Emp_ID,Age,Gender,City,Education_Level,Salary,Joining Designation,Designation,With_US,Quarterly Rating,Total Business Value,Last_Rating,Year_of_join,Month_of_join,Day_of_join,Attrition
60235,820,29,0,18,0,62263,1,2,1,1.0,0.0,1,2013,10,13,1.0
16101,1213,48,1,26,2,54491,1,1,24,3.0,647383.3333333334,3,2015,9,7,0.0
32001,2408,41,1,23,1,132505,1,4,13,2.8461538461538463,1708632.3076923077,1,2013,5,1,0.0
53777,1891,38,1,6,0,39933,1,1,1,1.0,0.0,1,2015,6,24,1.0
8728,662,37,1,21,0,76548,1,2,24,2.75,671610.8333333334,3,2013,10,17,0.0
42183,2007,37,1,8,1,40633,1,1,1,1.0,0.0,1,2015,7,21,1.0
4058,329,44,0,2,0,133752,1,3,24,2.125,613214.5833333334,2,2012,7,19,0.0
74570,541,39,0,19,0,57739,2,2,1,1.0,0.0,1,2015,10,13,1.0
905,63,28,1,25,1,93931,1,3,24,1.875,512213.3333333333,2,2013,4,30,0.0
41156,1844,32,1,10,1,56021,2,2,1,1.0,0.0,1,2016,5,5,1.0
23363,1769,33,1,11,2,45609,1,1,8,1.0,78327.5,1,2015,7,8,0.0
63941,863,46,0,3,2,60140,1,1,1,1.0,0.0,1,2015,10,24,1.0
68139,2354,33,0,11,1,41793,1,1,1,1.0,0.0,1,2015,9,9,1.0
54629,106,35,0,6,1,48497,1,1,1,1.0,0.0,1,2015,7,17,1.0
31760,2398,38,1,1,2,94809,2,4,19,1.7894736842105263,773881.052631579,2,2016,6,2,0.0
16747,1249,23,1,24,0,37143,1,2,12,3.5833333333333335,2279650.8333333335,2,2017,1,14,0.0
71686,609,28,0,4,1,49708,1,1,1,1.0,0.0,1,2016,11,22,1.0
66144,1840,39,1,7,1,40401,1,1,1,1.0,0.0,1,2015,5,24,1.0
6831,535,39,1,19,0,77182,1,4,23,1.7826086956521738,749753.0434782609,1,2012,9,6,0.0
31576,2390,44,1,20,1,46244,1,1,24,3.0,775339.1666666666,1,2015,5,30,0.0
58429,1717,41,0,27,1,51547,1,1,1,1.0,0.0,1,2015,5,26,1.0
24771,1865,41,1,2,2,51764,2,2,8,1.75,392911.25,1,2015,11,30,0.0
47388,2561,31,1,23,0,16481,1,1,1,1.0,0.0,1,2015,5,22,1.0
46376,574,30,1,4,1,26048,1,1,1,1.0,0.0,1,2015,9,10,1.0
75007,721,32,1,18,1,19686,1,1,1,1.0,0.0,1,2015,10,14,1.0
16905,1263,38,1,7,0,62041,2,2,13,3.076923076923077,2274017.6923076925,3,2016,12,12,0.0
34980,2589,33,0,15,2,52222,1,1,9,1.6666666666666667,224211.11111111112,1,2016,6,6,0.0
37189,2732,33,0,3,1,53480,1,3,14,1.8571428571428572,478830.71428571426,1,2013,6,21,0.0
1404,89,28,1,11,0,58977,2,2,15,2.0,408762.0,1,2016,5,30,0.0
46956,520,29,0,23,0,20943,1,1,1,1.0,0.0,1,2015,9,25,1.0
61528,1450,29,0,19,0,61626,1,4,1,1.0,0.0,1,2011,9,22,1.0
28120,2137,35,0,18,2,61050,1,2,24,3.25,835063.3333333334,3,2011,11,14,0.0
57026,2296,35,1,24,1,71276,2,2,1,1.0,0.0,1,2015,9,29,1.0
7047,550,35,1,19,0,55670,1,1,15,2.0,339830.0,3,2016,10,25,0.0
53844,139,47,1,12,1,34815,1,1,1,1.0,0.0,1,2015,1,25,1.0
25850,1954,31,1,28,1,49213,1,1,8,1.375,172807.5,1,2016,10,7,0.0
2178,159,43,0,23,0,30121,1,1,14,2.2857142857142856,448438.5714285714,1,2014,7,21,0.0
47881,2444,27,1,20,0,66980,1,1,1,1.0,0.0,1,2015,9,24,1.0
71531,520,50,0,0,2,59799,1,1,1,1.0,0.0,1,2015,10,23,1.0
27534,2092,34,1,11,0,66035,3,3,12,1.9166666666666667,388413.3333333333,2,2016,12,6,0.0
39758,1911,35,0,3,0,44149,2,2,1,1.0,0.0,1,2015,11,7,1.0
66926,580,31,1,1,0,44956,1,1,1,1.0,0.0,1,2015,8,5,1.0
18066,1349,32,1,23,1,67126,1,3,13,1.6923076923076923,375170.0,1,2014,8,19,0.0
2387,173,39,1,20,1,56174,1,3,24,2.75,827762.0833333334,3,2011,6,13,0.0
31902,2406,33,0,9,1,31097,1,1,7,1.0,33260.0,1,2016,2,17,0.0
50841,1157,37,0,17,1,14286,1,1,1,1.0,0.0,1,2015,8,24,1.0
43491,1421,33,1,7,1,107919,2,2,1,1.0,0.0,1,2015,8,25,1.0
27698,2105,32,1,13,0,33442,1,1,3,1.0,0.0,1,2016,1,15,0.0
45694,677,43,1,8,1,59035,2,2,1,1.0,0.0,1,2015,10,8,1.0
60729,2230,34,0,17,1,58623,1,1,1,1.0,0.0,1,2015,4,20,1.0
72029,2136,29,0,26,0,43992,1,1,1,1.0,0.0,1,2015,7,29,1.0
68034,630,29,0,18,0,62829,2,2,1,1.0,0.0,1,2015,9,10,1.0
15709,1188,31,0,27,1,101005,2,4,24,2.375,1307173.3333333333,1,2010,5,3,0.0
31377,2371,43,0,21,0,35133,1,2,19,2.736842105263158,696522.6315789474,1,2013,1,28,0.0
10422,790,31,1,3,0,40253,2,2,17,1.5294117647058822,324850.5882352941,1,2015,11,11,0.0
63915,1535,28,0,11,0,17327,1,1,1,1.0,0.0,1,2015,8,8,1.0
30460,2283,37,1,10,1,59764,1,2,24,3.25,969362.5,4,2014,11,10,0.0
75390,1776,39,0,3,0,42401,1,1,1,1.0,0.0,1,2015,5,8,1.0
45109,2232,32,0,11,0,50047,1,1,1,1.0,0.0,1,2015,10,19,1.0
13196,1031,44,1,26,0,62213,2,2,24,3.0,1030992.5,2,2011,11,7,0.0
43517,1666,32,0,10,1,50789,2,2,1,1.0,0.0,1,2015,8,30,1.0
42680,2234,34,0,17,1,58633,1,1,1,1.0,0.0,1,2015,4,20,1.0
40485,1349,27,0,9,1,12557,1,1,1,1.0,0.0,1,2015,6,10,1.0
14291,1092,30,0,7,1,36118,1,1,21,2.5714285714285716,518346.6666666667,2,2015,2,10,0.0
68079,1956,37,0,10,0,40230,1,1,1,1.0,0.0,1,2015,6,28,1.0
21750,1657,38,1,1,1,100892,1,4,24,2.0,891839.1666666666,2,2012,9,6,0.0
34890,2582,44,1,7,1,18799,1,1,23,2.5652173913043477,474513.9130434783,1,2012,8,6,0.0
73931,919,31,1,22,0,20167,1,1,1,1.0,0.0,1,2015,7,14,1.0
25520,1924,30,0,1,0,73534,2,2,24,2.625,567772.9166666666,2,2015,2,12,0.0
15068,1153,34,0,28,2,108284,3,3,2,1.0,0.0,1,2017,11,3,0.0
57367,1723,39,1,10,1,12625,1,1,1,1.0,0.0,1,2015,12,11,1.0
8428,633,36,0,22,2,48059,3,3,5,1.0,42134.0,1,2017,7,31,0.0
6056,461,31,0,27,1,53577,2,2,7,1.5714285714285714,160910.0,2,2017,4,25,0.0
49899,731,41,0,22,0,15005,1,1,1,1.0,0.0,1,2015,9,25,1.0
53007,1962,36,0,2,1,44082,2,2,1,1.0,0.0,1,2015,11,5,1.0
55100,2382,37,0,23,0,48178,1,1,1,1.0,0.0,1,2016,6,15,1.0
70319,1612,38,0,11,1,60673,1,1,1,1.0,0.0,1,2015,9,28,1.0
22809,1723,29,1,0,0,29283,1,1,2,1.0,0.0,1,2017,10,30,0.0
69343,1834,35,0,7,1,12517,1,1,1,1.0,0.0,1,2015,9,8,1.0
40574,139,41,1,21,1,58125,2,2,1,1.0,0.0,1,2015,10,14,1.0
50581,918,25,0,23,1,20376,1,1,1,1.0,0.0,1,2016,7,29,1.0
49707,855,37,0,24,0,45500,1,1,1,1.0,0.0,1,2015,11,7,1.0
29068,2198,47,0,5,1,75174,1,2,24,3.75,1495672.0833333333,4,2016,1,9,0.0
19146,1446,38,0,27,2,119932,2,4,24,2.5,1570579.5833333333,2,2012,2,9,0.0
53660,2265,34,0,24,1,47667,1,1,1,1.0,0.0,1,2016,5,18,1.0
12533,956,28,1,14,0,29492,2,2,15,2.0,425535.3333333333,4,2016,10,19,0.0
75150,1194,34,1,11,1,49583,1,1,1,1.0,0.0,1,2015,8,21,1.0
74762,186,36,1,6,1,34388,1,1,1,1.0,0.0,1,2015,5,19,1.0
69932,1553,41,1,19,0,20715,1,1,1,1.0,0.0,1,2015,7,9,1.0
8424,630,35,0,20,1,51781,2,2,8,1.0,165040.0,1,2015,9,9,0.0
21806,1657,40,1,1,1,100892,1,4,24,2.0,891839.1666666666,2,2012,9,6,0.0
70747,2641,37,0,23,0,59428,1,1,1,1.0,0.0,1,2015,8,27,1.0
69450,2304,32,1,8,0,50301,1,1,1,1.0,0.0,1,2015,11,11,1.0
41831,1064,25,0,9,0,27701,1,1,1,1.0,0.0,1,2015,7,5,1.0
49138,2327,34,1,12,0,13880,1,1,1,1.0,0.0,1,2015,5,22,1.0
34024,2545,44,1,14,1,44884,1,2,24,2.0,453284.1666666667,1,2015,5,13,0.0
14395,1093,37,1,0,0,77831,1,3,24,2.25,769705.4166666666,2,2012,7,23,0.0
69419,1201,29,1,6,0,44305,1,1,1,1.0,0.0,1,2015,10,11,1.0
45843,2102,31,0,8,2,51214,2,2,1,1.0,0.0,1,2015,8,20,1.0
54782,1852,31,0,18,1,22575,1,1,1,1.0,0.0,1,2015,7,18,1.0
62217,684,35,0,9,1,49856,1,1,1,1.0,0.0,1,2015,8,29,1.0
68136,1167,31,0,20,1,19358,1,1,1,1.0,0.0,1,2015,9,13,1.0
13710,1050,32,0,20,0,35462,1,2,24,2.7083333333333335,620817.0833333334,3,2015,1,7,0.0
53428,1330,35,0,8,0,55703,2,2,1,1.0,0.0,1,2015,5,4,1.0
20538,1563,42,0,19,2,35176,2,2,19,2.1052631578947367,466150.0,3,2016,6,21,0.0
66648,1527,32,0,7,0,44157,2,2,1,1.0,0.0,1,2015,9,16,1.0
6442,494,36,0,7,0,110964,3,3,10,3.0,1359334.0,1,2017,3,8,0.0
46556,1558,30,0,18,1,70835,1,1,1,1.0,0.0,1,2015,9,16,1.0
65039,1755,41,1,26,1,51564,1,1,1,1.0,0.0,1,2015,5,25,1.0
69917,1451,30,0,17,0,78492,2,2,1,1.0,0.0,1,2015,10,8,1.0
70834,1550,41,0,22,0,15096,1,1,1,1.0,0.0,1,2015,7,23,1.0
54861,425,25,0,1,1,33967,1,1,1,1.0,0.0,1,2015,10,11,1.0
15,8,34,1,11,1,70656,3,3,3,1.0,0.0,1,2017,9,19,0.0
54689,1774,28,0,14,0,17367,1,1,1,1.0,0.0,1,2015,8,6,1.0
17647,1316,34,0,20,0,68885,2,2,24,3.625,1576414.5833333333,3,2015,10,23,0.0
50124,1440,30,0,8,1,11210,1,1,1,1.0,0.0,1,2015,8,23,1.0
39137,1738,31,1,19,2,22743,1,1,1,1.0,0.0,1,2015,7,17,1.0
23148,1752,34,0,6,0,80094,3,3,9,1.6666666666666667,244435.55555555556,1,2017,4,17,0.0
7252,560,41,1,10,2,152234,3,4,24,2.5,1742771.25,1,2015,7,24,0.0
878,63,27,1,25,1,93931,1,3,24,1.875,512213.3333333333,2,2013,4,30,0.0
47980,218,25,0,12,1,76160,2,2,1,1.0,0.0,1,2015,10,15,1.0
54547,1614,34,1,6,2,111003,3,3,1,1.0,0.0,1,2015,8,29,1.0
41665,546,30,1,4,1,26053,1,1,1,1.0,0.0,1,2015,9,10,1.0
41716,783,36,1,24,0,45692,1,1,1,1.0,0.0,1,2015,12,14,1.0
1739,115,46,1,0,0,31752,1,3,24,2.125,528122.5,2,2012,7,23,0.0
38512,1680,36,1,19,0,21682,1,1,1,1.0,0.0,1,2015,7,13,1.0
7399,566,37,1,1,2,50504,1,1,20,2.35,352781.5,1,2015,5,22,0.0
44045,963,24,0,9,0,27405,1,1,1,1.0,0.0,1,2015,8,6,1.0
37709,2771,41,1,3,1,91456,2,4,24,2.0,816542.5,1,2012,8,29,0.0
70448,1616,34,0,9,0,49931,1,1,1,1.0,0.0,1,2015,11,23,1.0
47259,804,34,1,17,1,12885,1,1,1,1.0,0.0,1,2015,12,22,1.0
22705,1718,36,0,18,1,95658,2,4,19,1.3157894736842106,538060.0,1,2010,10,2,0.0
15736,1188,32,0,27,1,101005,2,4,24,2.375,1307173.3333333333,1,2010,5,3,0.0
73448,611,29,0,5,1,26460,1,1,1,1.0,0.0,1,2015,9,7,1.0
70396,1906,23,0,20,1,27127,1,1,1,1.0,0.0,1,2016,10,3,1.0
56066,462,33,1,8,2,23117,1,1,1,1.0,0.0,1,2015,7,5,1.0
58091,1576,38,1,11,1,12666,1,1,1,1.0,0.0,1,2015,12,13,1.0
62116,2647,28,0,20,0,41311,1,1,1,1.0,0.0,1,2015,8,27,1.0
5969,450,30,1,12,2,70415,1,3,24,3.0,935719.5833333334,4,2012,8,20,0.0
73263,1764,40,0,25,1,51523,1,1,1,1.0,0.0,1,2015,5,26,1.0
15245,1164,33,0,26,2,32376,1,1,23,2.391304347826087,400630.8695652174,2,2014,8,4,0.0
23057,1745,30,1,9,2,149637,2,4,24,1.75,889862.5,2,2011,12,19,0.0
51002,1926,36,0,23,1,37486,1,1,1,1.0,0.0,1,2015,5,19,1.0
54471,1682,29,0,14,1,39773,2,2,1,1.0,0.0,1,2015,12,14,1.0
6657,522,36,1,18,2,109652,2,3,9,2.3333333333333335,528903.3333333334,3,2011,5,30,0.0
19204,1449,25,0,1,1,36529,1,1,2,1.0,0.0,1,2016,11,16,0.0
13550,1043,33,1,3,0,93121,2,3,24,2.375,760343.3333333334,2,2012,5,14,0.0
13226,1031,45,1,26,0,62213,2,2,24,3.0,1030992.5,2,2011,11,7,0.0
19540,1477,30,1,27,2,110542,4,4,5,1.0,0.0,1,2016,7,6,0.0
54278,2341,34,0,15,0,49169,1,1,1,1.0,0.0,1,2015,10,15,1.0
37353,2751,31,1,8,2,53115,1,1,9,2.0,348932.22222222225,1,2012,11,5,0.0
58039,1062,35,1,15,1,12812,1,1,1,1.0,0.0,1,2015,12,19,1.0
62644,1512,32,0,16,0,85028,2,2,1,1.0,0.0,1,2015,9,6,1.0
59882,366,31,1,21,0,21140,1,1,1,1.0,0.0,1,2015,9,22,1.0
39576,2385,32,0,6,1,40252,2,2,1,1.0,0.0,1,2015,12,27,1.0
30712,2303,35,1,0,0,103102,2,2,9,1.6666666666666667,326465.55555555556,1,2016,9,28,0.0
29263,2206,25,1,24,0,33391,1,1,7,1.4285714285714286,51052.857142857145,1,2016,8,24,0.0
12457,954,29,1,4,1,43996,1,2,24,3.25,1081313.3333333333,3,2011,8,29,0.0
26797,2034,26,0,1,2,74087,1,2,19,1.7894736842105263,363598.4210526316,1,2015,5,14,0.0
62132,1507,29,1,7,0,49571,1,1,1,1.0,0.0,1,2015,12,16,1.0
6841,536,27,1,18,2,35112,1,1,6,1.5,163453.33333333334,2,2016,7,21,0.0
70924,1251,29,0,17,0,64977,1,2,1,1.0,0.0,1,2015,3,13,1.0
888,63,27,1,25,1,93931,1,3,24,1.875,512213.3333333333,2,2013,4,30,0.0
18380,1373,34,1,18,2,47651,2,2,4,1.0,90750.0,1,2016,6,6,0.0
38522,999,30,1,18,0,46495,1,1,1,1.0,0.0,1,2015,10,24,1.0
34499,2562,31,1,14,1,128520,3,3,8,1.0,136282.5,1,2016,9,17,0.0
5509,430,32,1,20,1,14489,1,1,4,1.0,52500.0,1,2016,1,6,0.0
3120,252,35,1,16,2,81700,1,3,24,2.875,1181170.4166666667,4,2015,6,16,0.0
44693,1246,34,1,9,1,110884,2,3,1,1.0,0.0,1,2015,7,26,1.0
10035,765,47,0,27,0,123216,1,4,24,2.375,1416963.75,2,2013,11,28,0.0
73720,1367,36,0,7,0,43866,2,2,1,1.0,0.0,1,2015,7,14,1.0
37710,2771,41,1,3,1,91456,2,4,24,2.0,816542.5,1,2012,8,29,0.0
10219,781,40,0,15,2,82503,3,3,9,1.0,79176.66666666667,1,2016,12,21,0.0
1091,68,31,1,21,1,79288,1,3,24,3.25,1137909.1666666667,3,2012,10,18,0.0
62851,2244,33,0,22,0,60409,1,2,1,1.0,0.0,1,2012,9,28,1.0
74134,2249,28,0,20,0,17447,1,1,1,1.0,0.0,1,2015,7,3,1.0
9555,723,31,1,8,0,42243,1,1,24,2.75,471614.5833333333,1,2015,7,27,0.0
51199,1625,30,0,7,0,43607,1,1,1,1.0,0.0,1,2015,10,14,1.0
30465,2283,37,1,10,1,59764,1,2,24,3.25,969362.5,4,2014,11,10,0.0
8352,624,34,1,6,0,104712,2,3,24,2.25,833817.5,2,2011,5,18,0.0
30300,2272,44,0,24,0,87441,2,2,23,3.4347826086956523,1950518.2608695652,4,2016,2,16,0.0
55180,2332,34,0,12,2,22725,1,1,1,1.0,0.0,1,2015,9,16,1.0
56251,1952,28,0,6,1,12685,1,1,1,1.0,0.0,1,2015,5,15,1.0
21442,1640,27,1,20,0,88169,3,3,13,2.769230769230769,905366.9230769231,2,2016,11,9,0.0
70651,1452,29,0,12,1,66291,1,1,1,1.0,0.0,1,2015,8,14,1.0
65607,1225,32,1,13,1,20333,1,1,1,1.0,0.0,1,2015,8,17,1.0
38662,1439,32,0,18,1,70380,1,1,1,1.0,0.0,1,2015,9,9,1.0
70811,1880,28,1,18,0,43945,1,1,1,1.0,0.0,1,2015,9,23,1.0
10174,777,29,0,14,2,70816,2,2,8,1.375,180660.0,1,2016,11,28,0.0
68604,369,35,0,8,1,23143,1,1,1,1.0,0.0,1,2015,7,13,1.0
69466,1694,32,0,10,1,50824,2,2,1,1.0,0.0,1,2015,8,30,1.0
45328,2065,37,0,12,0,46444,1,1,1,1.0,0.0,1,2015,10,17,1.0
32222,2420,31,1,24,2,169549,2,5,24,2.625,2000738.3333333333,1,2012,7,30,0.0
23738,1801,26,0,7,0,57714,1,1,6,2.0,302805.0,2,2017,5,30,0.0
54066,1759,33,0,7,1,12499,1,1,1,1.0,0.0,1,2015,8,7,1.0
67720,2168,29,0,11,1,73429,2,2,1,1.0,0.0,1,2015,9,24,1.0
68439,492,36,1,22,0,67667,1,1,1,1.0,0.0,1,2015,9,19,1.0
57445,1747,30,0,17,0,44079,1,1,1,1.0,0.0,1,2015,8,24,1.0
44418,1781,32,1,11,1,56068,2,2,1,1.0,0.0,1,2016,5,6,1.0
12996,1003,28,1,9,1,11706,1,1,5,1.0,114092.0,1,2015,8,24,0.0
23206,1753,40,1,4,1,47598,1,1,24,2.875,600049.1666666666,3,2012,7,19,0.0
68938,531,33,1,12,0,45678,1,1,1,1.0,0.0,1,2015,10,13,1.0
4423,359,36,1,23,2,107473,2,4,19,2.4210526315789473,1866316.8421052631,2,2016,6,20,0.0
64714,817,35,0,16,0,103109,2,3,1,1.0,0.0,1,2013,7,17,1.0
40543,2083,36,0,6,1,50076,1,1,1,1.0,0.0,1,2015,11,22,1.0
20034,1512,32,1,15,0,49957,2,2,8,1.625,217717.5,1,2016,5,5,0.0
45283,1996,29,0,14,0,74237,2,2,1,1.0,0.0,1,2015,11,23,1.0
9714,740,37,1,22,0,46131,1,1,7,1.4285714285714286,169662.85714285713,2,2017,6,12,0.0
22695,1718,35,0,18,1,95658,2,4,19,1.3157894736842106,538060.0,1,2010,10,2,0.0
41502,1080,32,0,6,0,44471,1,1,1,1.0,0.0,1,2015,8,13,1.0
2485,188,33,1,3,1,36483,2,2,14,1.2142857142857142,179763.57142857142,1,2016,11,15,0.0
55209,1424,35,0,8,0,55969,2,2,1,1.0,0.0,1,2015,6,5,1.0
47989,1722,28,0,13,0,17359,1,1,1,1.0,0.0,1,2015,8,6,1.0
19180,1446,39,0,27,2,119932,2,4,24,2.5,1570579.5833333333,2,2012,2,9,0.0
28496,2168,38,1,17,0,50801,1,1,24,2.625,580698.75,2,2014,11,27,0.0
34014,2545,43,1,14,1,44884,1,2,24,2.0,453284.1666666667,1,2015,5,13,0.0
19464,1472,40,0,14,2,107368,2,4,24,1.75,785472.0833333334,1,2011,7,18,0.0
13860,1060,32,1,21,0,80290,2,2,6,1.0,0.0,1,2016,8,18,0.0
15235,1164,33,0,26,2,32376,1,1,23,2.391304347826087,400630.8695652174,2,2014,8,4,0.0
18669,1405,33,1,3,0,119870,3,3,18,2.0,431036.1111111111,4,2016,7,7,0.0
29029,2197,49,0,8,0,82179,2,2,9,1.0,-45694.444444444445,1,2015,2,12,0.0
59078,2332,33,0,6,1,40235,2,2,1,1.0,0.0,1,2015,11,28,1.0
29321,2210,38,1,18,0,112513,1,4,21,3.2857142857142856,3159657.1428571427,4,2016,3,30,0.0
30891,2314,30,1,3,0,87351,2,4,24,2.875,2179022.5,2,2010,10,18,0.0
4544,368,45,1,15,0,51911,1,2,24,3.75,1286219.5833333333,4,2015,9,18,0.0
43418,448,33,0,8,1,23483,1,1,1,1.0,0.0,1,2015,7,22,1.0
22368,1685,33,0,17,0,56916,1,1,9,2.0,375435.55555555556,1,2015,8,4,0.0
52455,1308,32,0,16,1,22869,1,1,1,1.0,0.0,1,2015,7,19,1.0
67091,1175,29,1,21,1,45086,1,1,1,1.0,0.0,1,2015,9,8,1.0
51669,1154,37,0,26,1,37372,1,1,1,1.0,-80389.53381512393,1,2015,9,16,1.0
32425,2445,36,1,13,0,90492,3,3,13,1.9230769230769231,657312.3076923077,1,2015,6,26,0.0
32004,2408,41,1,23,1,132505,1,4,13,2.8461538461538463,1708632.3076923077,1,2013,5,1,0.0
60400,2030,36,0,13,0,21382,1,1,1,1.0,0.0,1,2015,5,14,1.0
52763,1539,37,0,26,1,37521,1,1,1,1.0,-44712.5121575038,1,2015,7,17,1.0
72808,1719,33,0,18,0,83060,2,3,1,1.0,0.0,1,2014,10,7,1.0
39901,211,27,1,4,2,49459,1,1,1,1.0,0.0,1,2016,9,20,1.0
57609,1820,37,0,22,1,51431,1,1,1,1.0,0.0,1,2015,5,27,1.0
50803,1782,31,0,19,1,22697,1,1,1,1.0,0.0,1,2015,7,18,1.0
37059,2729,35,1,1,1,107274,4,4,17,1.8823529411764706,1088466.4705882352,1,2016,8,4,0.0
9716,740,37,1,22,0,46131,1,1,7,1.4285714285714286,169662.85714285713,2,2017,6,12,0.0
37511,2757,37,1,16,2,56848,2,2,8,1.375,169316.25,1,2017,1,4,0.0
40138,2127,40,0,19,1,50981,1,1,1,1.0,0.0,1,2015,7,22,1.0
45630,1382,30,1,13,1,12963,1,1,1,1.0,0.0,1,2015,8,25,1.0
13478,1039,45,1,18,0,138069,2,4,24,2.0,1110280.0,2,2012,7,5,0.0
60602,1796,38,0,8,1,12121,1,1,1,1.0,0.0,1,2015,11,12,1.0
37574,2766,35,0,13,0,53793,2,3,24,2.875,1048504.5833333334,1,2010,11,5,0.0
60119,2591,34,0,6,1,78415,2,2,1,1.0,0.0,1,2017,4,2,1.0
55763,1704,35,1,19,1,22011,1,1,1,1.0,0.0,1,2015,7,14,1.0
13537,1043,33,1,3,0,93121,2,3,24,2.375,760343.3333333334,2,2012,5,14,0.0
3320,272,36,1,24,0,64901,2,2,19,2.263157894736842,473306.84210526315,3,2016,5,30,0.0
44107,2574,35,0,4,1,55900,1,1,1,1.0,0.0,1,2015,10,15,1.0
49046,1158,35,1,9,1,55916,2,2,1,1.0,0.0,1,2015,5,5,1.0
63742,903,31,1,21,0,20040,1,1,1,1.0,0.0,1,2015,8,14,1.0
11317,873,32,0,20,2,134302,1,4,18,2.7222222222222223,1823323.888888889,3,2016,3,23,0.0
58603,2039,31,0,11,1,50899,1,1,1,1.0,0.0,1,2015,7,28,1.0
56598,417,33,1,15,0,19476,1,1,1,1.0,0.0,1,2015,10,11,1.0
18401,1374,32,1,24,0,88121,1,2,24,3.25,970738.3333333334,1,2015,6,9,0.0
17291,1283,28,0,26,1,50693,2,2,17,1.5294117647058822,373997.0588235294,1,2016,7,30,0.0
33278,2496,23,1,20,2,38169,1,1,11,2.272727272727273,447774.54545454547,1,2017,1,31,0.0
62130,1849,39,1,7,1,41059,1,1,1,1.0,0.0,1,2015,5,15,1.0
7766,581,40,1,17,2,52641,1,1,24,3.0,686465.0,3,2015,1,10,0.0
68640,1536,38,0,9,2,58711,1,1,1,1.0,0.0,1,2015,5,18,1.0
7114,556,34,0,27,2,51658,1,2,24,3.125,871474.1666666666,4,2012,10,4,0.0
10817,831,31,1,11,2,42588,1,1,6,1.5,90536.66666666667,2,2016,7,21,0.0
62298,1702,42,1,11,1,59541,1,1,1,1.0,0.0,1,2015,9,15,1.0
17448,1290,37,0,16,2,27467,1,1,17,2.0588235294117645,327377.64705882355,3,2016,8,15,0.0
74294,1653,29,0,7,1,12473,1,1,1,1.0,0.0,1,2015,6,7,1.0
18506,1382,33,0,7,2,68259,3,3,18,2.0,511511.1111111111,2,2016,7,5,0.0
8257,615,33,1,15,2,54056,1,2,14,2.7142857142857144,540279.2857142857,1,2015,5,21,0.0
41255,1570,27,1,10,0,43991,1,1,1,1.0,0.0,1,2015,11,15,1.0
15917,1204,36,1,9,1,40035,1,1,19,2.1052631578947367,382481.5789473684,1,2015,5,13,0.0
70616,1994,35,1,5,1,55619,2,2,1,1.0,0.0,1,2015,8,9,1.0
70915,1899,31,0,17,1,68406,1,1,1,1.0,0.0,1,2015,10,20,1.0
33800,2537,36,0,12,1,75344,2,2,4,1.0,103077.5,1,2017,9,1,0.0
23536,1782,39,0,9,0,101227,1,3,24,2.625,686820.4166666666,2,2012,11,12,0.0
35106,2594,34,1,13,0,131568,1,4,24,2.0,957367.0833333334,2,2012,7,23,0.0
10535,801,39,1,21,0,62810,3,3,5,1.6,185460.0,2,2017,8,21,0.0
25703,1936,26,1,14,0,25818,1,1,24,2.75,691072.9166666666,3,2015,9,4,0.0
66055,2297,31,0,4,1,51217,1,1,1,1.0,0.0,1,2015,10,6,1.0
4258,351,30,1,28,0,50609,2,2,13,2.1538461538461537,634994.6153846154,4,2016,12,10,0.0
39300,1738,30,0,7,1,11799,1,1,1,1.0,0.0,1,2015,7,23,1.0
55430,2308,31,0,4,1,51190,1,1,1,1.0,0.0,1,2015,10,6,1.0
55987,1841,37,0,20,1,51398,1,1,1,1.0,0.0,1,2015,5,28,1.0
55351,2338,35,0,8,1,46662,1,1,1,1.0,0.0,1,2015,9,19,1.0
51296,2730,37,0,4,1,50091,1,1,1,1.0,0.0,1,2015,11,16,1.0
57933,2570,35,0,4,1,55917,1,1,1,1.0,0.0,1,2015,10,15,1.0
49510,1224,30,0,15,0,65393,2,2,1,1.0,0.0,1,2015,4,14,1.0
20982,1600,36,1,5,2,83083,3,3,12,2.5,510439.1666666667,1,2016,8,13,0.0
13183,1031,43,1,26,0,62213,2,2,24,3.0,1030992.5,2,2011,11,7,0.0
36646,2711,38,0,8,1,39404,3,3,4,1.0,0.0,1,2017,8,14,0.0
59513,1935,38,0,18,1,38765,2,2,1,1.0,0.0,1,2015,6,23,1.0
38745,2233,30,1,6,2,51431,2,2,1,1.0,0.0,1,2016,9,9,1.0
39708,2170,28,0,19,0,65601,1,1,1,1.0,0.0,1,2015,7,22,1.0
20136,1526,32,1,0,2,60087,1,1,24,3.0,584447.0833333334,3,2013,12,24,0.0
10185,778,30,1,28,0,38990,2,2,14,1.0,137395.0,1,2016,6,13,0.0
57100,939,35,0,8,1,50004,1,1,1,1.0,0.0,1,2015,9,29,1.0
71042,2074,29,0,11,1,46956,1,1,1,1.0,0.0,1,2015,8,25,1.0
58087,861,27,0,4,1,34126,1,1,1,1.0,0.0,1,2015,8,10,1.0
64934,2011,40,0,21,1,51155,1,1,1,1.0,0.0,1,2015,6,23,1.0
69081,2367,28,1,23,1,17471,1,1,1,1.0,0.0,1,2015,6,21,1.0
70222,1599,34,0,14,1,61013,1,3,1,1.0,0.0,1,2012,9,27,1.0
8050,604,45,0,18,0,65856,1,2,24,3.125,786370.4166666666,4,2013,5,27,0.0
57385,1702,31,1,11,1,56127,2,2,1,1.0,0.0,1,2016,5,6,1.0
