,Attrition,Prediction
21394,0.0,0.0
30575,0.0,0.0
43203,1.0,1.0
7341,0.0,0.0
27745,0.0,0.0
21613,0.0,0.0
36022,0.0,0.0
21479,0.0,0.0
411,0.0,0.0
65544,1.0,1.0
64562,1.0,1.0
60259,1.0,1.0
18712,0.0,0.0
56207,1.0,1.0
19153,0.0,0.0
34908,0.0,0.0
24786,0.0,0.0
13501,0.0,0.0
39880,1.0,1.0
61845,1.0,1.0
56045,1.0,1.0
9408,0.0,0.0
22554,0.0,0.0
29741,0.0,0.0
51269,1.0,1.0
37733,0.0,0.0
61945,1.0,1.0
24879,0.0,0.0
73943,1.0,1.0
25794,0.0,0.0
69845,1.0,1.0
64274,1.0,1.0
74046,1.0,1.0
59808,1.0,1.0
4285,0.0,0.0
62008,1.0,1.0
13706,0.0,0.0
32603,0.0,0.0
16792,0.0,0.0
5953,0.0,0.0
43040,1.0,1.0
55672,1.0,1.0
30005,0.0,0.0
58180,1.0,1.0
74574,1.0,1.0
55833,1.0,1.0
34006,0.0,0.0
32028,0.0,0.0
22256,0.0,0.0
45475,1.0,1.0
28745,0.0,0.0
57274,1.0,1.0
24775,0.0,0.0
31462,0.0,0.0
7088,0.0,0.0
20456,0.0,0.0
51082,1.0,1.0
21576,0.0,0.0
19778,0.0,0.0
2260,0.0,0.0
74961,1.0,1.0
34020,0.0,0.0
41786,1.0,1.0
61965,1.0,1.0
63569,1.0,1.0
53083,1.0,1.0
11204,0.0,0.0
10519,0.0,0.0
61394,1.0,1.0
2604,0.0,0.0
46594,1.0,1.0
42119,1.0,1.0
43618,1.0,1.0
23045,0.0,0.0
42504,1.0,1.0
53794,1.0,1.0
49917,1.0,1.0
52751,1.0,1.0
15027,0.0,0.0
11878,0.0,0.0
32525,0.0,0.0
37047,0.0,0.0
43500,1.0,1.0
29463,0.0,0.0
26493,0.0,0.0
68572,1.0,1.0
22730,0.0,0.0
1883,0.0,0.0
67050,1.0,1.0
40310,1.0,1.0
38061,1.0,1.0
57663,1.0,1.0
24743,0.0,0.0
48324,1.0,1.0
16901,0.0,0.0
8926,0.0,0.0
28206,0.0,0.0
34763,0.0,0.0
62287,1.0,1.0
21204,0.0,0.0
5326,0.0,0.0
56926,1.0,1.0
61027,1.0,1.0
6079,0.0,0.0
39372,1.0,1.0
44814,1.0,1.0
60618,1.0,1.0
17320,0.0,0.0
62509,1.0,1.0
63521,1.0,1.0
7739,0.0,0.0
24925,0.0,0.0
14999,0.0,0.0
47630,1.0,1.0
54057,1.0,1.0
74125,1.0,1.0
36428,0.0,0.0
66239,1.0,1.0
60175,1.0,1.0
35494,0.0,0.0
6828,0.0,0.0
10491,0.0,0.0
48712,1.0,1.0
74479,1.0,1.0
22268,0.0,0.0
50635,1.0,1.0
53869,1.0,1.0
47410,1.0,1.0
20458,0.0,0.0
10514,0.0,0.0
3694,0.0,0.0
3793,0.0,0.0
70736,1.0,1.0
5279,0.0,0.0
6777,0.0,0.0
47963,1.0,1.0
60458,1.0,1.0
69151,1.0,1.0
18313,0.0,0.0
67457,1.0,1.0
15441,0.0,0.0
58064,1.0,1.0
2924,0.0,0.0
41779,1.0,1.0
15045,0.0,0.0
73836,1.0,1.0
64299,1.0,1.0
5082,0.0,0.0
26987,0.0,0.0
44399,1.0,1.0
21878,0.0,0.0
31151,0.0,0.0
35843,0.0,0.0
177,0.0,0.0
45071,1.0,1.0
48836,1.0,1.0
25419,0.0,0.0
18689,0.0,0.0
40244,1.0,1.0
17787,0.0,0.0
45148,1.0,1.0
56213,1.0,1.0
6432,0.0,0.0
8721,0.0,0.0
53756,1.0,1.0
65377,1.0,1.0
31994,0.0,0.0
71097,1.0,1.0
3469,0.0,0.0
10466,0.0,0.0
42209,1.0,0.0
34524,0.0,0.0
15336,0.0,0.0
60180,1.0,1.0
67957,1.0,1.0
65194,1.0,1.0
44948,1.0,1.0
65742,1.0,1.0
67566,1.0,0.0
70688,1.0,1.0
70113,1.0,1.0
30293,0.0,0.0
20344,0.0,0.0
16450,0.0,0.0
59132,1.0,1.0
12175,0.0,0.0
65209,1.0,1.0
34848,0.0,0.0
23458,0.0,0.0
73983,1.0,1.0
14941,0.0,0.0
28910,0.0,0.0
54394,1.0,1.0
52552,1.0,1.0
12709,0.0,0.0
35317,0.0,0.0
44520,1.0,1.0
11222,0.0,0.0
28273,0.0,0.0
28646,0.0,0.0
71774,1.0,1.0
72282,1.0,1.0
70636,1.0,1.0
39431,1.0,1.0
1847,0.0,0.0
29343,0.0,0.0
2392,0.0,0.0
29956,0.0,0.0
71149,1.0,1.0
47590,1.0,1.0
46087,1.0,1.0
60694,1.0,1.0
8249,0.0,0.0
69662,1.0,1.0
49876,1.0,1.0
15901,0.0,0.0
21357,0.0,0.0
32618,0.0,0.0
41788,1.0,1.0
47961,1.0,1.0
58668,1.0,1.0
20920,0.0,0.0
29569,0.0,0.0
32507,0.0,0.0
60867,1.0,1.0
32026,0.0,0.0
10435,0.0,0.0
32860,0.0,0.0
14737,0.0,0.0
16795,0.0,0.0
74039,1.0,1.0
54350,1.0,1.0
28272,0.0,0.0
8141,0.0,0.0
63869,1.0,1.0
15515,0.0,0.0
58550,1.0,1.0
784,0.0,0.0
58774,1.0,1.0
63646,1.0,1.0
67449,1.0,1.0
31987,0.0,0.0
10743,0.0,0.0
54900,1.0,1.0
68890,1.0,1.0
12124,0.0,0.0
43957,1.0,1.0
49709,1.0,1.0
60011,1.0,1.0
47227,1.0,1.0
1948,1.0,1.0
5217,0.0,0.0
380,0.0,0.0
38132,1.0,1.0
70660,1.0,1.0
71192,1.0,1.0
56761,1.0,1.0
51077,1.0,1.0
46396,1.0,1.0
60777,1.0,1.0
14850,0.0,0.0
8773,0.0,0.0
54317,1.0,1.0
49052,1.0,1.0
59709,1.0,1.0
54028,1.0,1.0
13136,0.0,0.0
4263,0.0,0.0
20186,0.0,0.0
14478,0.0,0.0
33356,0.0,0.0
62346,1.0,1.0
12670,0.0,0.0
9624,0.0,0.0
60362,1.0,1.0
14928,0.0,0.0
38176,1.0,1.0
32273,0.0,0.0
7016,0.0,1.0
22085,0.0,0.0
39819,1.0,1.0
22685,0.0,0.0
13965,0.0,0.0
56984,1.0,1.0
72213,1.0,1.0
12477,0.0,0.0
69474,1.0,1.0
35395,0.0,0.0
70738,1.0,1.0
61312,1.0,1.0
31308,0.0,0.0
21499,0.0,0.0
51072,1.0,1.0
35144,0.0,0.0
74204,1.0,1.0
33997,0.0,0.0
40327,1.0,1.0
8507,0.0,0.0
47412,1.0,1.0
71988,1.0,1.0
53199,1.0,1.0
41659,1.0,1.0
24607,0.0,0.0
41408,1.0,1.0
41936,1.0,1.0
65782,1.0,1.0
1220,0.0,0.0
46248,1.0,1.0
70250,1.0,1.0
43530,1.0,0.0
26782,0.0,0.0
15109,0.0,0.0
4432,0.0,0.0
65758,1.0,1.0
28009,0.0,0.0
68046,1.0,1.0
16680,0.0,0.0
31780,0.0,0.0
69560,1.0,1.0
42069,1.0,1.0
62032,1.0,1.0
62283,1.0,1.0
11196,0.0,0.0
4661,0.0,0.0
69275,1.0,1.0
73327,1.0,1.0
66897,1.0,1.0
71437,1.0,1.0
39391,1.0,1.0
57333,1.0,1.0
47488,1.0,1.0
66103,1.0,1.0
21016,0.0,0.0
11696,0.0,0.0
13424,0.0,0.0
10665,0.0,0.0
52557,1.0,1.0
11569,0.0,0.0
69281,1.0,1.0
30099,0.0,0.0
26968,0.0,0.0
28592,0.0,0.0
58288,1.0,1.0
32497,0.0,0.0
64716,1.0,1.0
7283,0.0,0.0
14501,0.0,0.0
74731,1.0,1.0
32341,0.0,0.0
30950,0.0,0.0
30913,0.0,0.0
63095,1.0,1.0
28313,0.0,0.0
69085,1.0,1.0
42483,1.0,1.0
36283,0.0,0.0
3116,0.0,0.0
40586,1.0,1.0
25339,0.0,0.0
18336,0.0,0.0
41784,1.0,1.0
59822,1.0,1.0
28749,0.0,0.0
21318,0.0,0.0
56884,1.0,1.0
59644,1.0,1.0
22894,0.0,0.0
52623,1.0,1.0
17186,0.0,0.0
38953,1.0,1.0
47165,1.0,1.0
62684,1.0,1.0
52018,1.0,1.0
74118,1.0,1.0
73133,1.0,1.0
9773,0.0,0.0
39724,1.0,1.0
67172,1.0,1.0
65984,1.0,1.0
5255,0.0,0.0
16488,0.0,0.0
63,0.0,0.0
45364,1.0,1.0
64752,1.0,1.0
56069,1.0,1.0
43167,1.0,1.0
52569,1.0,1.0
70569,1.0,1.0
37301,0.0,0.0
56237,1.0,1.0
4738,0.0,0.0
16375,0.0,0.0
33620,0.0,0.0
28815,0.0,0.0
12049,0.0,0.0
6279,0.0,0.0
15456,0.0,0.0
58418,1.0,1.0
30221,0.0,0.0
64883,1.0,1.0
35523,0.0,0.0
21733,0.0,0.0
73714,1.0,1.0
55720,1.0,1.0
5590,0.0,0.0
4977,0.0,0.0
18612,0.0,0.0
56068,1.0,1.0
68255,1.0,1.0
31736,0.0,0.0
10983,0.0,0.0
65859,1.0,1.0
57465,1.0,1.0
6140,0.0,0.0
55396,1.0,1.0
62403,1.0,1.0
68834,1.0,1.0
62216,1.0,1.0
58280,1.0,1.0
25473,0.0,0.0
12414,0.0,0.0
59122,1.0,1.0
65242,1.0,1.0
33044,0.0,0.0
33962,0.0,0.0
28318,0.0,0.0
279,0.0,0.0
48939,1.0,1.0
24234,0.0,0.0
20707,0.0,0.0
73786,1.0,1.0
64483,1.0,1.0
51250,1.0,1.0
14750,0.0,0.0
55446,1.0,1.0
2072,0.0,0.0
15722,0.0,0.0
1973,0.0,0.0
983,0.0,0.0
67728,1.0,1.0
40179,1.0,1.0
13486,0.0,0.0
71463,1.0,1.0
4456,0.0,0.0
72888,1.0,1.0
22738,0.0,0.0
30748,0.0,0.0
25841,0.0,0.0
11207,0.0,0.0
13303,0.0,0.0
56529,1.0,1.0
10201,0.0,0.0
24416,0.0,0.0
45969,1.0,1.0
28836,0.0,0.0
32730,0.0,0.0
32257,0.0,0.0
51344,1.0,1.0
9095,0.0,0.0
71928,1.0,1.0
937,0.0,0.0
61952,1.0,1.0
17047,0.0,0.0
16432,0.0,0.0
53917,1.0,1.0
74042,1.0,1.0
3634,0.0,0.0
31059,0.0,0.0
11104,0.0,0.0
63145,1.0,1.0
53279,1.0,1.0
11672,0.0,0.0
65615,1.0,0.0
50381,1.0,1.0
47119,1.0,1.0
13856,0.0,0.0
22131,0.0,1.0
59428,1.0,1.0
29461,0.0,0.0
55579,1.0,1.0
14003,0.0,0.0
68822,1.0,1.0
58604,1.0,1.0
53466,1.0,1.0
11547,0.0,0.0
8047,0.0,0.0
26310,0.0,0.0
30736,0.0,0.0
33060,0.0,0.0
11579,0.0,0.0
65594,1.0,1.0
10590,0.0,0.0
27766,0.0,0.0
46677,1.0,1.0
57020,1.0,1.0
70007,1.0,1.0
75255,1.0,1.0
44579,1.0,1.0
21890,0.0,0.0
17061,0.0,0.0
35767,0.0,0.0
752,0.0,0.0
46464,1.0,1.0
38142,1.0,1.0
48983,1.0,1.0
13335,0.0,0.0
66511,1.0,1.0
23837,0.0,0.0
38853,1.0,1.0
2917,0.0,0.0
4550,0.0,0.0
57110,1.0,1.0
17285,0.0,0.0
3860,0.0,0.0
59047,1.0,1.0
44781,1.0,1.0
1733,0.0,0.0
20730,0.0,0.0
60909,1.0,1.0
73170,1.0,1.0
25485,0.0,0.0
16437,0.0,0.0
32200,0.0,0.0
66620,1.0,1.0
52789,1.0,1.0
64589,1.0,1.0
30674,0.0,0.0
71527,1.0,1.0
30439,0.0,0.0
29518,0.0,0.0
44413,1.0,1.0
33426,0.0,0.0
27133,0.0,0.0
52456,1.0,1.0
4123,0.0,0.0
1974,0.0,0.0
4898,0.0,0.0
40664,1.0,1.0
27984,0.0,0.0
18423,0.0,0.0
17733,0.0,0.0
45195,1.0,1.0
2534,0.0,0.0
1575,0.0,0.0
1212,0.0,0.0
754,0.0,0.0
57507,1.0,1.0
40682,1.0,1.0
39571,1.0,1.0
1025,0.0,0.0
34722,0.0,0.0
21354,0.0,0.0
17229,0.0,0.0
1600,0.0,0.0
15420,0.0,0.0
2581,0.0,0.0
60007,1.0,0.0
12075,0.0,0.0
9523,0.0,0.0
51351,1.0,1.0
62638,1.0,1.0
35744,0.0,0.0
55650,1.0,1.0
58139,1.0,1.0
46456,1.0,1.0
18117,0.0,0.0
10054,0.0,0.0
71384,1.0,1.0
34567,0.0,0.0
63461,1.0,1.0
16259,0.0,0.0
36745,0.0,0.0
9484,0.0,0.0
51169,1.0,1.0
5087,0.0,0.0
26871,0.0,0.0
10270,0.0,0.0
42822,1.0,1.0
74682,1.0,1.0
26186,0.0,0.0
39432,1.0,1.0
67934,1.0,1.0
50253,1.0,1.0
55866,1.0,1.0
1727,0.0,0.0
51894,1.0,1.0
35129,0.0,0.0
72274,1.0,1.0
9298,0.0,0.0
36145,0.0,0.0
16793,0.0,0.0
51689,1.0,1.0
51833,1.0,1.0
41451,1.0,1.0
70868,1.0,1.0
12301,0.0,0.0
4936,0.0,0.0
7390,0.0,0.0
22876,0.0,0.0
47025,1.0,0.0
49663,1.0,1.0
33695,0.0,0.0
40511,1.0,1.0
7411,0.0,0.0
46364,1.0,1.0
29237,0.0,0.0
64968,1.0,1.0
28629,0.0,0.0
62660,1.0,1.0
31301,0.0,0.0
62268,1.0,1.0
3211,0.0,0.0
11991,0.0,0.0
50284,1.0,1.0
41713,1.0,1.0
23642,0.0,0.0
65977,1.0,1.0
70016,1.0,1.0
52068,1.0,1.0
74900,1.0,1.0
13721,0.0,0.0
15656,0.0,0.0
29158,0.0,0.0
53891,1.0,1.0
27914,0.0,0.0
30283,0.0,0.0
5288,0.0,0.0
30362,0.0,0.0
57891,1.0,1.0
59138,1.0,1.0
8874,0.0,0.0
66695,1.0,1.0
49774,1.0,1.0
48020,1.0,1.0
32201,0.0,0.0
66242,1.0,1.0
11868,0.0,0.0
54195,1.0,1.0
35806,0.0,0.0
42409,1.0,1.0
54638,1.0,1.0
6475,0.0,0.0
74695,1.0,1.0
6866,0.0,0.0
22005,0.0,0.0
17052,0.0,0.0
31991,0.0,0.0
39812,1.0,1.0
13671,0.0,0.0
29835,0.0,0.0
52291,1.0,1.0
24134,0.0,0.0
65798,1.0,1.0
52022,1.0,1.0
30533,0.0,0.0
13971,0.0,0.0
60326,1.0,1.0
71516,1.0,1.0
59017,1.0,1.0
27318,0.0,0.0
10272,0.0,0.0
6016,0.0,0.0
6325,0.0,0.0
15522,0.0,0.0
16897,0.0,0.0
54697,1.0,1.0
11194,0.0,0.0
51554,1.0,1.0
30104,0.0,0.0
52801,1.0,1.0
34295,0.0,0.0
13912,0.0,0.0
72879,1.0,1.0
40157,1.0,1.0
51690,1.0,1.0
68598,1.0,1.0
27357,0.0,0.0
14516,0.0,0.0
64089,1.0,1.0
33961,0.0,0.0
52029,1.0,1.0
26791,0.0,0.0
36866,0.0,0.0
51908,1.0,1.0
19192,0.0,0.0
60822,1.0,1.0
70544,1.0,1.0
38343,1.0,1.0
4844,0.0,0.0
6977,0.0,0.0
35464,0.0,0.0
8403,0.0,0.0
15181,0.0,0.0
14663,0.0,0.0
56888,1.0,1.0
44334,1.0,1.0
39633,1.0,1.0
33760,0.0,0.0
50556,1.0,1.0
71467,1.0,1.0
30603,0.0,0.0
38116,1.0,1.0
71259,1.0,1.0
28675,0.0,0.0
27915,0.0,0.0
25648,0.0,0.0
75242,1.0,1.0
11239,0.0,0.0
4390,0.0,0.0
37830,0.0,0.0
65521,1.0,1.0
74285,1.0,1.0
1146,0.0,0.0
31554,0.0,0.0
25962,0.0,0.0
14773,0.0,0.0
65319,1.0,1.0
33406,0.0,0.0
11557,0.0,0.0
10844,0.0,0.0
33849,0.0,0.0
2504,0.0,0.0
10782,0.0,0.0
6287,0.0,0.0
28430,0.0,0.0
67794,1.0,1.0
53992,1.0,1.0
5528,0.0,0.0
28848,0.0,0.0
50517,1.0,1.0
11019,0.0,0.0
60838,1.0,1.0
16431,0.0,0.0
611,0.0,0.0
44820,1.0,1.0
18229,0.0,0.0
3613,0.0,0.0
56868,1.0,1.0
11388,0.0,0.0
74421,1.0,1.0
52057,1.0,1.0
54571,1.0,1.0
47482,1.0,1.0
54396,1.0,1.0
17874,0.0,0.0
34365,0.0,0.0
34392,0.0,0.0
44085,1.0,1.0
60951,1.0,1.0
20762,0.0,0.0
6073,0.0,0.0
67943,1.0,1.0
30489,0.0,0.0
51736,1.0,1.0
760,0.0,0.0
71644,1.0,1.0
39975,1.0,1.0
14957,0.0,1.0
61967,1.0,1.0
2053,0.0,0.0
48016,1.0,1.0
3898,0.0,0.0
47891,1.0,1.0
28472,0.0,0.0
10385,0.0,0.0
10339,0.0,0.0
47287,1.0,1.0
17489,0.0,0.0
52062,1.0,1.0
9486,0.0,0.0
69424,1.0,1.0
14275,0.0,0.0
15903,0.0,0.0
5061,0.0,0.0
52829,1.0,1.0
51452,1.0,1.0
18398,0.0,0.0
75042,1.0,1.0
70403,1.0,1.0
48547,1.0,1.0
68125,1.0,1.0
62334,1.0,1.0
36139,0.0,0.0
53468,1.0,1.0
59671,1.0,1.0
53156,1.0,1.0
59796,1.0,1.0
27124,0.0,0.0
64410,1.0,1.0
60302,1.0,1.0
24617,0.0,0.0
73054,1.0,1.0
44984,1.0,1.0
51893,1.0,1.0
38319,1.0,1.0
49374,1.0,1.0
43283,1.0,1.0
33650,0.0,0.0
52657,1.0,1.0
67932,1.0,1.0
35321,0.0,0.0
73576,1.0,1.0
65092,1.0,0.0
73399,1.0,1.0
39113,1.0,1.0
72390,1.0,1.0
40367,1.0,1.0
37177,0.0,0.0
13800,0.0,0.0
41090,1.0,1.0
14047,0.0,0.0
24086,0.0,0.0
30834,1.0,1.0
64479,1.0,1.0
67296,1.0,1.0
70229,1.0,1.0
51919,1.0,1.0
53821,1.0,1.0
16090,0.0,0.0
43585,1.0,1.0
47406,1.0,1.0
24537,0.0,0.0
41920,1.0,1.0
69503,1.0,1.0
17802,0.0,0.0
33451,0.0,0.0
15291,0.0,0.0
22734,0.0,0.0
10947,0.0,0.0
32686,0.0,0.0
60029,1.0,1.0
31048,0.0,0.0
52405,1.0,1.0
48396,1.0,1.0
67273,1.0,1.0
45290,1.0,1.0
2322,0.0,0.0
59949,1.0,1.0
54562,1.0,1.0
4810,0.0,0.0
43858,1.0,1.0
31128,0.0,0.0
71136,1.0,1.0
12042,0.0,0.0
62896,1.0,1.0
28696,0.0,0.0
41179,1.0,1.0
4026,0.0,0.0
37840,0.0,0.0
50808,1.0,1.0
45772,1.0,1.0
26966,0.0,0.0
61,0.0,0.0
53009,1.0,1.0
3775,0.0,0.0
55568,1.0,1.0
54077,1.0,1.0
66595,1.0,1.0
11448,0.0,0.0
4274,0.0,0.0
40151,1.0,1.0
75453,1.0,1.0
28204,0.0,0.0
44953,1.0,1.0
66334,1.0,1.0
62899,1.0,1.0
60740,1.0,1.0
69587,1.0,1.0
43734,1.0,1.0
39736,1.0,1.0
13401,0.0,0.0
49613,1.0,1.0
40663,1.0,1.0
64691,1.0,1.0
27209,0.0,0.0
7817,0.0,0.0
54232,1.0,1.0
16228,0.0,0.0
2324,0.0,0.0
64501,1.0,1.0
48690,1.0,1.0
50752,1.0,1.0
29648,0.0,0.0
11034,0.0,0.0
44265,1.0,1.0
43368,1.0,1.0
38807,1.0,1.0
68286,1.0,1.0
38191,1.0,1.0
61849,1.0,1.0
70596,1.0,1.0
18889,0.0,0.0
66938,1.0,1.0
28047,0.0,0.0
70244,1.0,1.0
17238,0.0,0.0
27959,0.0,0.0
19179,0.0,0.0
47600,1.0,1.0
19978,0.0,0.0
32413,0.0,0.0
38588,1.0,1.0
25851,0.0,0.0
8193,0.0,0.0
40591,1.0,1.0
5160,0.0,0.0
8209,0.0,0.0
14558,0.0,0.0
54809,1.0,1.0
47742,1.0,1.0
8315,0.0,0.0
32910,0.0,0.0
4079,0.0,0.0
48263,1.0,1.0
35451,0.0,0.0
45910,1.0,1.0
64475,1.0,1.0
61457,1.0,1.0
59478,1.0,1.0
14214,0.0,0.0
25929,0.0,0.0
7576,0.0,0.0
4678,0.0,0.0
5088,0.0,0.0
22023,0.0,0.0
13807,0.0,0.0
13951,0.0,0.0
10793,0.0,0.0
37783,0.0,0.0
45596,1.0,1.0
71147,1.0,1.0
880,0.0,0.0
56981,1.0,1.0
54025,1.0,1.0
57442,1.0,1.0
40608,1.0,1.0
19618,0.0,0.0
56223,1.0,1.0
14939,0.0,0.0
72169,1.0,1.0
52700,1.0,1.0
32391,0.0,0.0
25944,0.0,0.0
30255,0.0,0.0
44204,1.0,1.0
18214,0.0,0.0
59469,1.0,1.0
13182,0.0,0.0
66244,1.0,1.0
58839,1.0,1.0
3865,0.0,0.0
59429,1.0,1.0
40751,1.0,1.0
16345,0.0,0.0
24143,0.0,0.0
20362,0.0,0.0
53828,1.0,1.0
66619,1.0,1.0
11988,0.0,0.0
30781,0.0,0.0
40337,1.0,1.0
72954,1.0,1.0
48375,1.0,1.0
47218,1.0,1.0
39688,1.0,1.0
33211,0.0,0.0
59208,1.0,1.0
60619,1.0,1.0
46035,1.0,1.0
58096,1.0,1.0
11752,0.0,0.0
19929,0.0,0.0
11867,0.0,0.0
22259,0.0,0.0
8528,0.0,0.0
11817,0.0,0.0
16141,0.0,0.0
17214,0.0,0.0
4347,0.0,0.0
59496,1.0,1.0
62396,1.0,1.0
54560,1.0,1.0
52443,1.0,1.0
635,0.0,0.0
33121,0.0,0.0
54726,1.0,1.0
69071,1.0,1.0
74883,1.0,1.0
32103,0.0,0.0
16852,0.0,0.0
35908,0.0,0.0
62202,1.0,1.0
64381,1.0,1.0
64331,1.0,1.0
29631,0.0,0.0
33345,0.0,0.0
69680,1.0,1.0
65277,1.0,1.0
16833,0.0,0.0
10103,0.0,0.0
19455,0.0,0.0
12785,0.0,0.0
8848,0.0,0.0
75338,1.0,1.0
72626,1.0,1.0
28820,0.0,0.0
56663,1.0,1.0
40302,1.0,1.0
63111,1.0,1.0
42740,1.0,1.0
58222,1.0,1.0
33032,0.0,0.0
24000,0.0,0.0
40176,1.0,1.0
68372,1.0,1.0
29141,0.0,0.0
3318,0.0,0.0
42060,1.0,1.0
63817,1.0,1.0
46433,1.0,1.0
33781,0.0,0.0
66175,1.0,1.0
53807,1.0,1.0
23211,0.0,0.0
34123,0.0,0.0
12841,0.0,0.0
3364,0.0,0.0
4681,0.0,0.0
17659,0.0,0.0
692,0.0,0.0
42524,1.0,1.0
28771,0.0,0.0
45214,1.0,1.0
29261,0.0,0.0
46186,1.0,1.0
68726,1.0,1.0
3885,0.0,0.0
25778,0.0,0.0
64609,1.0,1.0
41292,1.0,1.0
40396,1.0,1.0
29269,0.0,0.0
66865,1.0,1.0
35678,0.0,0.0
40687,1.0,1.0
25098,0.0,0.0
34433,0.0,0.0
34184,0.0,0.0
16266,0.0,0.0
10462,0.0,0.0
22587,0.0,0.0
36047,0.0,0.0
71159,1.0,1.0
58147,1.0,1.0
43619,1.0,1.0
4231,0.0,0.0
27987,0.0,0.0
68779,1.0,1.0
22057,0.0,0.0
60629,1.0,0.0
25891,0.0,0.0
74914,1.0,1.0
55673,1.0,1.0
41096,1.0,1.0
3268,0.0,0.0
18128,0.0,0.0
55557,1.0,1.0
73086,1.0,1.0
27214,0.0,0.0
66873,1.0,1.0
36233,0.0,0.0
42551,1.0,1.0
5653,0.0,0.0
64826,1.0,1.0
63297,1.0,1.0
23393,0.0,0.0
61769,1.0,1.0
34711,0.0,0.0
55704,1.0,1.0
63403,1.0,1.0
71730,1.0,1.0
68417,1.0,1.0
21480,0.0,0.0
65704,1.0,1.0
65025,1.0,1.0
24006,0.0,0.0
18473,0.0,0.0
70213,1.0,1.0
66896,1.0,1.0
60955,1.0,1.0
57817,1.0,1.0
5455,0.0,0.0
54841,1.0,1.0
6607,0.0,0.0
30363,0.0,0.0
27735,0.0,0.0
17579,0.0,0.0
20094,0.0,0.0
30024,0.0,0.0
18754,0.0,0.0
1417,0.0,0.0
68787,1.0,1.0
26513,0.0,0.0
74777,1.0,1.0
24301,0.0,0.0
59651,1.0,1.0
10955,0.0,0.0
37824,0.0,0.0
26626,0.0,0.0
74312,1.0,1.0
7570,0.0,0.0
13262,0.0,0.0
29811,0.0,0.0
54246,1.0,1.0
48607,1.0,1.0
42488,1.0,1.0
7838,0.0,0.0
13970,0.0,0.0
18638,0.0,0.0
12101,0.0,0.0
13986,0.0,0.0
1351,0.0,0.0
66583,1.0,1.0
27840,0.0,0.0
28004,0.0,0.0
71609,1.0,1.0
51323,1.0,1.0
45696,1.0,1.0
61397,1.0,1.0
47654,1.0,1.0
44302,1.0,1.0
30656,0.0,0.0
65891,1.0,1.0
17234,0.0,0.0
5169,0.0,1.0
24703,0.0,0.0
8888,0.0,0.0
49834,1.0,1.0
4065,0.0,0.0
33174,0.0,0.0
22564,0.0,0.0
60103,1.0,1.0
19137,0.0,0.0
13130,0.0,0.0
48190,1.0,1.0
56801,1.0,1.0
31737,0.0,0.0
38036,1.0,1.0
14263,0.0,0.0
15700,0.0,0.0
64209,1.0,1.0
30098,0.0,0.0
30614,0.0,0.0
37439,0.0,0.0
25915,0.0,0.0
66852,1.0,1.0
40672,1.0,1.0
24148,0.0,1.0
42522,1.0,1.0
7702,0.0,0.0
74263,1.0,1.0
6249,0.0,0.0
36308,0.0,0.0
2083,0.0,0.0
67364,1.0,1.0
355,0.0,0.0
66315,1.0,1.0
10436,0.0,0.0
29818,0.0,0.0
7786,0.0,0.0
42813,1.0,1.0
21935,0.0,0.0
59065,1.0,1.0
37892,1.0,1.0
34757,0.0,0.0
12329,0.0,0.0
49155,1.0,1.0
36841,0.0,0.0
17252,0.0,0.0
23729,0.0,0.0
11774,0.0,0.0
31471,0.0,0.0
10892,0.0,0.0
71767,1.0,1.0
37695,0.0,0.0
31775,0.0,0.0
25434,0.0,0.0
29669,0.0,0.0
28538,0.0,0.0
29393,0.0,0.0
24858,0.0,0.0
60532,1.0,1.0
69096,1.0,1.0
12714,0.0,0.0
72250,1.0,1.0
22867,0.0,0.0
56051,1.0,1.0
62708,1.0,1.0
71943,1.0,1.0
50560,1.0,1.0
47950,1.0,1.0
30735,0.0,0.0
47841,1.0,1.0
37448,0.0,0.0
71611,1.0,1.0
51161,1.0,1.0
19295,0.0,0.0
59296,1.0,1.0
23226,0.0,0.0
23858,0.0,0.0
33392,0.0,0.0
20160,0.0,0.0
18685,0.0,0.0
15509,0.0,0.0
47877,1.0,1.0
8069,0.0,0.0
13431,0.0,0.0
62814,1.0,1.0
7222,0.0,0.0
37502,0.0,0.0
15029,0.0,0.0
34577,0.0,0.0
27274,0.0,0.0
30898,0.0,0.0
74657,1.0,1.0
26347,0.0,0.0
39061,1.0,1.0
53936,1.0,1.0
54644,1.0,1.0
26255,0.0,0.0
64977,1.0,1.0
65493,1.0,1.0
42163,1.0,1.0
12620,0.0,0.0
29714,0.0,0.0
21853,0.0,0.0
75204,1.0,1.0
58307,1.0,1.0
69948,1.0,1.0
32644,0.0,0.0
38478,1.0,1.0
56338,1.0,1.0
20468,0.0,0.0
64378,1.0,1.0
6391,0.0,0.0
8534,0.0,0.0
26161,0.0,0.0
18970,0.0,0.0
58820,1.0,1.0
14597,0.0,0.0
25733,0.0,0.0
37541,0.0,0.0
29203,0.0,0.0
43298,1.0,1.0
31941,0.0,0.0
62564,1.0,1.0
49631,1.0,1.0
34974,0.0,0.0
61615,1.0,1.0
38537,1.0,1.0
39945,1.0,1.0
16814,0.0,0.0
65660,1.0,1.0
5716,0.0,0.0
61602,1.0,1.0
20692,0.0,0.0
73040,1.0,1.0
2510,0.0,0.0
36019,0.0,0.0
23543,0.0,0.0
47371,1.0,1.0
49246,1.0,1.0
26588,0.0,0.0
